/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
250
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
0
-1
-1
Loading alpha-stable model
Nbr training obs 100000, nbr parameters 25454, obs/parameters 3.93
Starting training
Epoch 1, current loss (training) 0.6652, current loss (val) 0.9266, best loss (val) 0.9266 
Epoch 2, current loss (training) 0.7368, current loss (val) 0.9167, best loss (val) 0.9167 
Epoch 3, current loss (training) 0.5572, current loss (val) 0.6726, best loss (val) 0.6726 
Epoch 4, current loss (training) 0.4632, current loss (val) 0.5862, best loss (val) 0.5862 
Epoch 5, current loss (training) 0.4729, current loss (val) 0.5530, best loss (val) 0.5530 
Epoch 6, current loss (training) 0.3984, current loss (val) 0.4796, best loss (val) 0.4796 
Epoch 7, current loss (training) 0.3458, current loss (val) 0.4179, best loss (val) 0.4179 
Epoch 8, current loss (training) 0.3241, current loss (val) 0.3764, best loss (val) 0.3764 
Epoch 9, current loss (training) 0.4010, current loss (val) 0.3555, best loss (val) 0.3555 
Epoch 10, current loss (training) 0.3456, current loss (val) 0.4198, best loss (val) 0.3555 
Epoch 11, current loss (training) 0.2591, current loss (val) 0.3014, best loss (val) 0.3014 
Epoch 12, current loss (training) 0.2787, current loss (val) 0.3184, best loss (val) 0.3014 
Epoch 13, current loss (training) 0.2983, current loss (val) 0.2976, best loss (val) 0.2976 
Epoch 14, current loss (training) 0.2721, current loss (val) 0.2949, best loss (val) 0.2949 
Epoch 15, current loss (training) 0.2610, current loss (val) 0.2833, best loss (val) 0.2833 
Epoch 16, current loss (training) 0.9811, current loss (val) 0.2512, best loss (val) 0.2512 
Epoch 17, current loss (training) 0.2441, current loss (val) 0.2465, best loss (val) 0.2465 
Epoch 18, current loss (training) 0.8712, current loss (val) 0.7921, best loss (val) 0.2465 
Epoch 19, current loss (training) 0.2334, current loss (val) 0.2586, best loss (val) 0.2465 
Epoch 20, current loss (training) 0.2370, current loss (val) 0.2539, best loss (val) 0.2465 
Epoch 21, current loss (training) 0.2360, current loss (val) 0.2613, best loss (val) 0.2465 
Epoch 22, current loss (training) 0.2758, current loss (val) 0.2976, best loss (val) 0.2465 
Epoch 23, current loss (training) 0.2463, current loss (val) 0.2518, best loss (val) 0.2465 
Epoch 24, current loss (training) 0.2441, current loss (val) 0.2441, best loss (val) 0.2441 
Epoch 25, current loss (training) 0.2897, current loss (val) 0.3038, best loss (val) 0.2441 
Epoch 26, current loss (training) 0.2245, current loss (val) 0.2121, best loss (val) 0.2121 
Epoch 27, current loss (training) 0.2449, current loss (val) 0.2781, best loss (val) 0.2121 
Epoch 28, current loss (training) 0.2055, current loss (val) 0.2163, best loss (val) 0.2121 
Epoch 29, current loss (training) 0.2083, current loss (val) 0.2075, best loss (val) 0.2075 
Epoch 30, current loss (training) 0.2074, current loss (val) 0.1988, best loss (val) 0.1988 
Epoch 31, current loss (training) 0.2209, current loss (val) 0.2227, best loss (val) 0.1988 
Epoch 32, current loss (training) 0.2234, current loss (val) 0.2145, best loss (val) 0.1988 
Epoch 33, current loss (training) 0.2001, current loss (val) 0.1953, best loss (val) 0.1953 
Epoch 34, current loss (training) 0.3294, current loss (val) 0.3289, best loss (val) 0.1953 
Epoch 35, current loss (training) 0.2368, current loss (val) 0.2470, best loss (val) 0.1953 
Epoch 36, current loss (training) 0.4824, current loss (val) 0.5207, best loss (val) 0.1953 
Epoch 37, current loss (training) 0.2019, current loss (val) 0.2098, best loss (val) 0.1953 
Epoch 38, current loss (training) 0.1980, current loss (val) 0.1995, best loss (val) 0.1953 
Epoch 39, current loss (training) 0.2035, current loss (val) 0.1999, best loss (val) 0.1953 
Epoch 40, current loss (training) 0.2057, current loss (val) 0.2120, best loss (val) 0.1953 
Epoch 41, current loss (training) 0.1801, current loss (val) 0.1859, best loss (val) 0.1859 
Epoch 42, current loss (training) 2.1219, current loss (val) 2.0837, best loss (val) 0.1859 
Epoch 43, current loss (training) 0.2648, current loss (val) 0.3221, best loss (val) 0.1859 
Epoch 44, current loss (training) 0.1864, current loss (val) 0.1899, best loss (val) 0.1859 
Epoch 45, current loss (training) 1.9137, current loss (val) 1.8761, best loss (val) 0.1859 
Epoch 46, current loss (training) 0.1685, current loss (val) 0.1772, best loss (val) 0.1772 
Epoch 47, current loss (training) 0.1961, current loss (val) 0.1995, best loss (val) 0.1772 
Epoch 48, current loss (training) 0.2233, current loss (val) 0.1897, best loss (val) 0.1772 
Epoch 49, current loss (training) 1.1577, current loss (val) 0.2143, best loss (val) 0.1772 
Epoch 50, current loss (training) 0.2074, current loss (val) 0.2093, best loss (val) 0.1772 
Epoch 51, current loss (training) 0.1657, current loss (val) 0.1722, best loss (val) 0.1722 
Epoch 52, current loss (training) 0.1819, current loss (val) 0.1764, best loss (val) 0.1722 
Epoch 53, current loss (training) 0.1895, current loss (val) 0.1810, best loss (val) 0.1722 
Epoch 54, current loss (training) 0.1698, current loss (val) 0.1752, best loss (val) 0.1722 
Epoch 55, current loss (training) 0.5339, current loss (val) 0.2060, best loss (val) 0.1722 
Epoch 56, current loss (training) 0.2003, current loss (val) 0.2406, best loss (val) 0.1722 
Epoch 57, current loss (training) 0.2059, current loss (val) 0.2132, best loss (val) 0.1722 
Epoch 58, current loss (training) 0.1945, current loss (val) 0.1807, best loss (val) 0.1722 
Epoch 59, current loss (training) 0.5599, current loss (val) 0.5710, best loss (val) 0.1722 
Epoch 60, current loss (training) 0.1736, current loss (val) 0.1853, best loss (val) 0.1722 
Epoch 61, current loss (training) 1.1584, current loss (val) 0.2637, best loss (val) 0.1722 
Epoch 62, current loss (training) 0.3063, current loss (val) 0.3308, best loss (val) 0.1722 
Epoch 63, current loss (training) 0.2197, current loss (val) 0.2320, best loss (val) 0.1722 
Epoch 64, current loss (training) 0.2004, current loss (val) 0.1751, best loss (val) 0.1722 
Epoch 65, current loss (training) 0.1801, current loss (val) 0.1750, best loss (val) 0.1722 
Epoch 66, current loss (training) 0.2030, current loss (val) 0.1964, best loss (val) 0.1722 
Epoch 67, current loss (training) 0.2471, current loss (val) 0.3275, best loss (val) 0.1722 
Epoch 68, current loss (training) 0.2110, current loss (val) 0.2511, best loss (val) 0.1722 
Epoch 69, current loss (training) 0.3203, current loss (val) 0.3399, best loss (val) 0.1722 
Epoch 70, current loss (training) 0.1823, current loss (val) 0.1768, best loss (val) 0.1722 
Epoch 71, current loss (training) 0.1899, current loss (val) 0.1941, best loss (val) 0.1722 
Epoch 72, current loss (training) 0.1954, current loss (val) 0.2301, best loss (val) 0.1722 
Epoch 73, current loss (training) 0.1984, current loss (val) 0.2479, best loss (val) 0.1722 
Epoch 74, current loss (training) 0.1775, current loss (val) 0.1758, best loss (val) 0.1722 
Epoch 75, current loss (training) 0.2009, current loss (val) 0.2112, best loss (val) 0.1722 
Epoch 76, current loss (training) 0.9766, current loss (val) 0.1888, best loss (val) 0.1722 
Epoch 77, current loss (training) 0.1857, current loss (val) 0.1799, best loss (val) 0.1722 
Epoch 78, current loss (training) 0.2109, current loss (val) 0.1633, best loss (val) 0.1633 
Epoch 79, current loss (training) 0.1581, current loss (val) 0.1636, best loss (val) 0.1633 
Epoch 80, current loss (training) 0.2047, current loss (val) 0.2026, best loss (val) 0.1633 
Epoch 81, current loss (training) 0.6137, current loss (val) 0.1843, best loss (val) 0.1633 
Epoch 82, current loss (training) 0.1881, current loss (val) 0.1790, best loss (val) 0.1633 
Epoch 83, current loss (training) 0.1723, current loss (val) 0.1916, best loss (val) 0.1633 
Epoch 84, current loss (training) 0.1817, current loss (val) 0.1789, best loss (val) 0.1633 
Epoch 85, current loss (training) 0.1746, current loss (val) 0.1630, best loss (val) 0.1630 
Epoch 86, current loss (training) 0.1816, current loss (val) 0.1824, best loss (val) 0.1630 
Epoch 87, current loss (training) 0.2841, current loss (val) 0.3426, best loss (val) 0.1630 
Epoch 88, current loss (training) 0.1876, current loss (val) 0.1931, best loss (val) 0.1630 
