/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
250
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
0
-1
-1
Loading alpha-stable model
Nbr training obs 10000, nbr parameters 26089, obs/parameters 0.38
Starting training
Epoch 1, current loss (training) 6.8274, current loss (val) 6.3180, best loss (val) 6.3180 
Epoch 2, current loss (training) 5.8445, current loss (val) 5.9952, best loss (val) 5.9952 
Epoch 3, current loss (training) 4.5346, current loss (val) 5.6112, best loss (val) 5.6112 
Epoch 4, current loss (training) 4.7178, current loss (val) 4.7809, best loss (val) 4.7809 
Epoch 5, current loss (training) 3.8942, current loss (val) 3.3015, best loss (val) 3.3015 
Epoch 6, current loss (training) 2.8554, current loss (val) 2.1499, best loss (val) 2.1499 
Epoch 7, current loss (training) 1.4456, current loss (val) 1.7545, best loss (val) 1.7545 
Epoch 8, current loss (training) 1.9607, current loss (val) 1.5829, best loss (val) 1.5829 
Epoch 9, current loss (training) 1.0271, current loss (val) 1.4226, best loss (val) 1.4226 
Epoch 10, current loss (training) 1.7074, current loss (val) 1.3005, best loss (val) 1.3005 
Epoch 11, current loss (training) 1.7875, current loss (val) 1.3627, best loss (val) 1.3005 
Epoch 12, current loss (training) 1.5266, current loss (val) 1.1698, best loss (val) 1.1698 
Epoch 13, current loss (training) 0.8743, current loss (val) 1.1663, best loss (val) 1.1663 
Epoch 14, current loss (training) 0.7805, current loss (val) 1.0643, best loss (val) 1.0643 
Epoch 15, current loss (training) 0.8348, current loss (val) 1.0724, best loss (val) 1.0643 
Epoch 16, current loss (training) 1.3345, current loss (val) 1.0116, best loss (val) 1.0116 
Epoch 17, current loss (training) 0.6628, current loss (val) 0.9634, best loss (val) 0.9634 
Epoch 18, current loss (training) 1.1152, current loss (val) 0.9473, best loss (val) 0.9473 
Epoch 19, current loss (training) 0.9683, current loss (val) 0.9275, best loss (val) 0.9275 
Epoch 20, current loss (training) 0.5509, current loss (val) 0.9003, best loss (val) 0.9003 
Epoch 21, current loss (training) 0.8183, current loss (val) 0.8707, best loss (val) 0.8707 
Epoch 22, current loss (training) 0.5625, current loss (val) 0.8809, best loss (val) 0.8707 
Epoch 23, current loss (training) 0.5365, current loss (val) 0.8890, best loss (val) 0.8707 
Epoch 24, current loss (training) 0.4911, current loss (val) 0.8382, best loss (val) 0.8382 
Epoch 25, current loss (training) 0.6188, current loss (val) 0.8533, best loss (val) 0.8382 
Epoch 26, current loss (training) 0.4748, current loss (val) 0.8204, best loss (val) 0.8204 
Epoch 27, current loss (training) 0.4976, current loss (val) 0.8677, best loss (val) 0.8204 
Epoch 28, current loss (training) 0.5018, current loss (val) 0.8346, best loss (val) 0.8204 
Epoch 29, current loss (training) 0.4601, current loss (val) 0.8023, best loss (val) 0.8023 
Epoch 30, current loss (training) 0.4074, current loss (val) 0.7998, best loss (val) 0.7998 
Epoch 31, current loss (training) 0.4413, current loss (val) 0.8100, best loss (val) 0.7998 
Epoch 32, current loss (training) 0.4187, current loss (val) 0.7948, best loss (val) 0.7948 
Epoch 33, current loss (training) 0.4385, current loss (val) 0.8076, best loss (val) 0.7948 
Epoch 34, current loss (training) 0.4210, current loss (val) 0.8007, best loss (val) 0.7948 
Epoch 35, current loss (training) 0.4103, current loss (val) 0.8226, best loss (val) 0.7948 
Epoch 36, current loss (training) 0.3832, current loss (val) 0.7933, best loss (val) 0.7933 
Epoch 37, current loss (training) 0.3905, current loss (val) 0.7907, best loss (val) 0.7907 
Epoch 38, current loss (training) 0.3842, current loss (val) 0.8077, best loss (val) 0.7907 
Epoch 39, current loss (training) 0.3589, current loss (val) 0.7812, best loss (val) 0.7812 
Epoch 40, current loss (training) 0.3668, current loss (val) 0.7880, best loss (val) 0.7812 
Epoch 41, current loss (training) 0.3657, current loss (val) 0.7871, best loss (val) 0.7812 
Epoch 42, current loss (training) 0.3587, current loss (val) 0.7977, best loss (val) 0.7812 
Epoch 43, current loss (training) 0.3589, current loss (val) 0.7860, best loss (val) 0.7812 
Epoch 44, current loss (training) 0.3406, current loss (val) 0.7807, best loss (val) 0.7807 
Epoch 45, current loss (training) 0.3309, current loss (val) 0.7765, best loss (val) 0.7765 
Epoch 46, current loss (training) 0.3284, current loss (val) 0.7757, best loss (val) 0.7757 
Epoch 47, current loss (training) 0.3283, current loss (val) 0.7760, best loss (val) 0.7757 
Epoch 48, current loss (training) 0.3239, current loss (val) 0.7803, best loss (val) 0.7757 
