/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
250
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
0
-1
-1
Loading alpha-stable model
Nbr training obs 100000, nbr parameters 115654, obs/parameters 0.86
Starting training
Epoch 1, current loss (training) 0.6590, current loss (val) 0.7480, best loss (val) 0.7480 
Epoch 2, current loss (training) 0.5481, current loss (val) 0.6091, best loss (val) 0.6091 
Epoch 3, current loss (training) 0.4388, current loss (val) 0.5276, best loss (val) 0.5276 
Epoch 4, current loss (training) 0.5269, current loss (val) 0.5605, best loss (val) 0.5276 
Epoch 5, current loss (training) 0.4023, current loss (val) 0.4537, best loss (val) 0.4537 
Epoch 6, current loss (training) 0.4362, current loss (val) 0.5814, best loss (val) 0.4537 
Epoch 7, current loss (training) 0.5203, current loss (val) 0.6507, best loss (val) 0.4537 
Epoch 8, current loss (training) 0.3373, current loss (val) 0.4387, best loss (val) 0.4387 
Epoch 9, current loss (training) 0.3769, current loss (val) 0.4885, best loss (val) 0.4387 
Epoch 10, current loss (training) 0.3335, current loss (val) 0.4325, best loss (val) 0.4325 
Epoch 11, current loss (training) 0.3184, current loss (val) 0.4298, best loss (val) 0.4298 
Epoch 12, current loss (training) 0.3334, current loss (val) 0.4596, best loss (val) 0.4298 
Epoch 13, current loss (training) 0.3367, current loss (val) 0.4327, best loss (val) 0.4298 
Epoch 14, current loss (training) 0.2854, current loss (val) 0.4333, best loss (val) 0.4298 
Epoch 15, current loss (training) 0.2832, current loss (val) 0.4264, best loss (val) 0.4264 
Epoch 16, current loss (training) 0.2952, current loss (val) 0.4560, best loss (val) 0.4264 
Epoch 17, current loss (training) 0.2545, current loss (val) 0.4498, best loss (val) 0.4264 
Epoch 18, current loss (training) 0.2357, current loss (val) 0.4522, best loss (val) 0.4264 
Epoch 19, current loss (training) 0.2465, current loss (val) 0.4679, best loss (val) 0.4264 
Epoch 20, current loss (training) 0.2634, current loss (val) 0.4362, best loss (val) 0.4264 
Epoch 21, current loss (training) 0.2172, current loss (val) 0.4496, best loss (val) 0.4264 
Epoch 22, current loss (training) 0.2347, current loss (val) 0.4718, best loss (val) 0.4264 
Epoch 23, current loss (training) 0.2013, current loss (val) 0.4589, best loss (val) 0.4264 
Epoch 24, current loss (training) 0.2144, current loss (val) 0.4418, best loss (val) 0.4264 
Epoch 25, current loss (training) 0.1967, current loss (val) 0.4719, best loss (val) 0.4264 
Epoch 26, current loss (training) 0.1991, current loss (val) 0.4593, best loss (val) 0.4264 
Epoch 27, current loss (training) 0.2000, current loss (val) 0.4903, best loss (val) 0.4264 
Epoch 28, current loss (training) 0.1705, current loss (val) 0.4702, best loss (val) 0.4264 
Epoch 29, current loss (training) 0.1824, current loss (val) 0.4910, best loss (val) 0.4264 
Epoch 30, current loss (training) 0.1748, current loss (val) 0.4702, best loss (val) 0.4264 
Epoch 31, current loss (training) 0.1764, current loss (val) 0.4659, best loss (val) 0.4264 
