Thu Nov  8 13:49:57 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   41C    P0    75W / 149W |    813MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   66C    P0    95W / 149W |   5629MiB / 11441MiB |     97%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   34C    P0    65W / 149W |     73MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   37C    P8    31W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0    109066      C   julia                                        802MiB |
|    1    116287      C   julia                                       5616MiB |
|    2    116510      C   julia                                         62MiB |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
DNN_simple
standard
500
4
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
4
-1
0
Loading MA2 model
Nbr training obs 1000, nbr parameters 25352, obs/parameters 0.04
0
Starting training
Epoch 1, current loss (training) 3.8550, current loss (val) 4.0174
Epoch 2, current loss (training) 2.5120, current loss (val) 2.8853
Epoch 3, current loss (training) 1.7082, current loss (val) 2.1713
Epoch 4, current loss (training) 1.4402, current loss (val) 1.9689
Epoch 5, current loss (training) 1.0416, current loss (val) 1.5852
Epoch 6, current loss (training) 0.9602, current loss (val) 1.5290
Epoch 7, current loss (training) 0.7995, current loss (val) 1.3979
Epoch 8, current loss (training) 0.6936, current loss (val) 1.3193
Epoch 9, current loss (training) 0.6368, current loss (val) 1.2770
Epoch 10, current loss (training) 0.5373, current loss (val) 1.2191
Epoch 11, current loss (training) 0.5063, current loss (val) 1.1952
Epoch 12, current loss (training) 0.4505, current loss (val) 1.1587
Epoch 13, current loss (training) 0.4057, current loss (val) 1.1415
Epoch 14, current loss (training) 0.3586, current loss (val) 1.1221
Epoch 15, current loss (training) 0.3322, current loss (val) 1.1022
Epoch 16, current loss (training) 0.3115, current loss (val) 1.0864
Epoch 17, current loss (training) 0.2728, current loss (val) 1.0776
Epoch 18, current loss (training) 0.2599, current loss (val) 1.0669
Epoch 19, current loss (training) 0.2333, current loss (val) 1.0544
Epoch 20, current loss (training) 0.2201, current loss (val) 1.0442
Epoch 21, current loss (training) 0.2059, current loss (val) 1.0399
Epoch 22, current loss (training) 0.1882, current loss (val) 1.0305
Epoch 23, current loss (training) 0.1748, current loss (val) 1.0233
Epoch 24, current loss (training) 0.1656, current loss (val) 1.0194
Epoch 25, current loss (training) 0.1525, current loss (val) 1.0133
Epoch 26, current loss (training) 0.1408, current loss (val) 1.0081
Epoch 27, current loss (training) 0.1318, current loss (val) 1.0051
Epoch 28, current loss (training) 0.1237, current loss (val) 0.9992
Epoch 29, current loss (training) 0.1149, current loss (val) 0.9974
Epoch 30, current loss (training) 0.1066, current loss (val) 0.9934
Epoch 31, current loss (training) 0.0983, current loss (val) 0.9910
Epoch 32, current loss (training) 0.0931, current loss (val) 0.9883
Epoch 33, current loss (training) 0.0848, current loss (val) 0.9851
Epoch 34, current loss (training) 0.0777, current loss (val) 0.9850
Epoch 35, current loss (training) 0.0753, current loss (val) 0.9813
Epoch 36, current loss (training) 0.0690, current loss (val) 0.9793
Epoch 37, current loss (training) 0.0667, current loss (val) 0.9782
