Tue Oct 30 10:07:02 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   23C    P8    26W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   29C    P8    29W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   24C    P8    27W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   29C    P8    29W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
cnn
standard
500
4
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
Loading MA2 model
Nbr training obs 1000, nbr parameters 48503, obs/parameters 0.02
0
Starting training
Epoch 1, current loss (training) 0.8979, current loss (val) 0.8615
Epoch 2, current loss (training) 0.8559, current loss (val) 0.8473
Epoch 3, current loss (training) 0.8765, current loss (val) 0.8403
Epoch 4, current loss (training) 0.8280, current loss (val) 0.8010
Epoch 5, current loss (training) 0.7212, current loss (val) 0.6871
Epoch 6, current loss (training) 0.4658, current loss (val) 0.4497
Epoch 7, current loss (training) 0.3681, current loss (val) 0.3787
Epoch 8, current loss (training) 0.2871, current loss (val) 0.2948
Epoch 9, current loss (training) 0.2560, current loss (val) 0.2726
Epoch 10, current loss (training) 0.2337, current loss (val) 0.2518
Epoch 11, current loss (training) 0.2286, current loss (val) 0.2387
Epoch 12, current loss (training) 0.2162, current loss (val) 0.2302
Epoch 13, current loss (training) 0.2112, current loss (val) 0.2303
Epoch 14, current loss (training) 0.1965, current loss (val) 0.2211
Epoch 15, current loss (training) 0.1965, current loss (val) 0.2177
Epoch 16, current loss (training) 0.1865, current loss (val) 0.2163
Epoch 17, current loss (training) 0.1827, current loss (val) 0.2113
Epoch 18, current loss (training) 0.1696, current loss (val) 0.2086
Epoch 19, current loss (training) 0.1779, current loss (val) 0.2098
Epoch 20, current loss (training) 0.1626, current loss (val) 0.2058
Epoch 21, current loss (training) 0.1519, current loss (val) 0.2024
Epoch 22, current loss (training) 0.1482, current loss (val) 0.1993
Epoch 23, current loss (training) 0.1395, current loss (val) 0.1985
Epoch 24, current loss (training) 0.1445, current loss (val) 0.2052
Epoch 25, current loss (training) 0.1373, current loss (val) 0.2039
Epoch 26, current loss (training) 0.1232, current loss (val) 0.1984
Epoch 27, current loss (training) 0.1091, current loss (val) 0.1938
Epoch 28, current loss (training) 0.1072, current loss (val) 0.1933
Epoch 29, current loss (training) 0.0978, current loss (val) 0.1909
Epoch 30, current loss (training) 0.0974, current loss (val) 0.1940
Epoch 31, current loss (training) 0.0846, current loss (val) 0.1926
Epoch 32, current loss (training) 0.0801, current loss (val) 0.1910
Epoch 33, current loss (training) 0.0744, current loss (val) 0.1919
Epoch 34, current loss (training) 0.0651, current loss (val) 0.1941
Epoch 35, current loss (training) 0.0585, current loss (val) 0.1943
