Thu Nov  8 11:02:45 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   38C    P0    80W / 149W |    813MiB / 11441MiB |     46%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   33C    P8    32W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   24C    P8    26W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   30C    P8    30W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0    109066      C   julia                                        802MiB |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
DNN_simple
standard
500
2
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
4
-1
0
Loading MA2 model
Nbr training obs 100000, nbr parameters 25352, obs/parameters 3.94
0
Starting training
Epoch 1, current loss (training) 0.2936, current loss (val) 0.3046
Epoch 2, current loss (training) 0.1942, current loss (val) 0.2112
Epoch 3, current loss (training) 0.1474, current loss (val) 0.1637
Epoch 4, current loss (training) 0.1172, current loss (val) 0.1296
Epoch 5, current loss (training) 0.0961, current loss (val) 0.1048
Epoch 6, current loss (training) 0.0807, current loss (val) 0.0917
Epoch 7, current loss (training) 0.0749, current loss (val) 0.0811
Epoch 8, current loss (training) 0.0651, current loss (val) 0.0738
Epoch 9, current loss (training) 0.0631, current loss (val) 0.0705
Epoch 10, current loss (training) 0.0588, current loss (val) 0.0666
Epoch 11, current loss (training) 0.0546, current loss (val) 0.0632
Epoch 12, current loss (training) 0.0529, current loss (val) 0.0613
Epoch 13, current loss (training) 0.0488, current loss (val) 0.0579
Epoch 14, current loss (training) 0.0501, current loss (val) 0.0578
Epoch 15, current loss (training) 0.0465, current loss (val) 0.0536
Epoch 16, current loss (training) 0.0438, current loss (val) 0.0533
Epoch 17, current loss (training) 0.0436, current loss (val) 0.0511
Epoch 18, current loss (training) 0.0418, current loss (val) 0.0502
Epoch 19, current loss (training) 0.0403, current loss (val) 0.0487
Epoch 20, current loss (training) 0.0384, current loss (val) 0.0465
Epoch 21, current loss (training) 0.0369, current loss (val) 0.0457
Epoch 22, current loss (training) 0.0382, current loss (val) 0.0462
Epoch 23, current loss (training) 0.0357, current loss (val) 0.0449
Epoch 24, current loss (training) 0.0350, current loss (val) 0.0439
Epoch 25, current loss (training) 0.0343, current loss (val) 0.0435
Epoch 26, current loss (training) 0.0342, current loss (val) 0.0434
Epoch 27, current loss (training) 0.0339, current loss (val) 0.0426
Epoch 28, current loss (training) 0.0328, current loss (val) 0.0415
Epoch 29, current loss (training) 0.0313, current loss (val) 0.0413
Epoch 30, current loss (training) 0.0326, current loss (val) 0.0412
Epoch 31, current loss (training) 0.0312, current loss (val) 0.0415
Epoch 32, current loss (training) 0.0310, current loss (val) 0.0404
Epoch 33, current loss (training) 0.0307, current loss (val) 0.0407
Epoch 34, current loss (training) 0.0310, current loss (val) 0.0407
Epoch 35, current loss (training) 0.0299, current loss (val) 0.0397
Epoch 36, current loss (training) 0.0296, current loss (val) 0.0395
