Failed to initialize NVML: Driver/library version mismatch
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
mlp
standard
250
3
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
1
0
0
Loading MA2 noisy data model
Nbr training obs 10000, nbr parameters 25352, obs/parameters 0.39
0
Starting training
Epoch 1, current loss (training) 0.7147, current loss (val) 0.7770, best loss (val) 0.7770 
Epoch 2, current loss (training) 0.4935, current loss (val) 0.5756, best loss (val) 0.5756 
Epoch 3, current loss (training) 0.4023, current loss (val) 0.4911, best loss (val) 0.4911 
Epoch 4, current loss (training) 0.3335, current loss (val) 0.4362, best loss (val) 0.4362 
Epoch 5, current loss (training) 0.2827, current loss (val) 0.4072, best loss (val) 0.4072 
Epoch 6, current loss (training) 0.2582, current loss (val) 0.3852, best loss (val) 0.3852 
Epoch 7, current loss (training) 0.2338, current loss (val) 0.3668, best loss (val) 0.3668 
Epoch 8, current loss (training) 0.2177, current loss (val) 0.3525, best loss (val) 0.3525 
Epoch 9, current loss (training) 0.2054, current loss (val) 0.3401, best loss (val) 0.3401 
Epoch 10, current loss (training) 0.1880, current loss (val) 0.3318, best loss (val) 0.3318 
Epoch 11, current loss (training) 0.1712, current loss (val) 0.3257, best loss (val) 0.3257 
Epoch 12, current loss (training) 0.1606, current loss (val) 0.3183, best loss (val) 0.3183 
Epoch 13, current loss (training) 0.1551, current loss (val) 0.3127, best loss (val) 0.3127 
Epoch 14, current loss (training) 0.1437, current loss (val) 0.3073, best loss (val) 0.3073 
Epoch 15, current loss (training) 0.1361, current loss (val) 0.3018, best loss (val) 0.3018 
Epoch 16, current loss (training) 0.1308, current loss (val) 0.3006, best loss (val) 0.3006 
Epoch 17, current loss (training) 0.1256, current loss (val) 0.2988, best loss (val) 0.2988 
Epoch 18, current loss (training) 0.1154, current loss (val) 0.2938, best loss (val) 0.2938 
Epoch 19, current loss (training) 0.1101, current loss (val) 0.2919, best loss (val) 0.2919 
Epoch 20, current loss (training) 0.1050, current loss (val) 0.2922, best loss (val) 0.2919 
Epoch 21, current loss (training) 0.0989, current loss (val) 0.2902, best loss (val) 0.2902 
Epoch 22, current loss (training) 0.0951, current loss (val) 0.2905, best loss (val) 0.2902 
Epoch 23, current loss (training) 0.0932, current loss (val) 0.2897, best loss (val) 0.2897 
Epoch 24, current loss (training) 0.0879, current loss (val) 0.2865, best loss (val) 0.2865 
Epoch 25, current loss (training) 0.0827, current loss (val) 0.2867, best loss (val) 0.2865 
Epoch 26, current loss (training) 0.0785, current loss (val) 0.2889, best loss (val) 0.2865 
Epoch 27, current loss (training) 0.0752, current loss (val) 0.2882, best loss (val) 0.2865 
Epoch 28, current loss (training) 0.0734, current loss (val) 0.2897, best loss (val) 0.2865 
Epoch 29, current loss (training) 0.0709, current loss (val) 0.2910, best loss (val) 0.2865 
Epoch 30, current loss (training) 0.0694, current loss (val) 0.2907, best loss (val) 0.2865 
Epoch 31, current loss (training) 0.0673, current loss (val) 0.2926, best loss (val) 0.2865 
Epoch 32, current loss (training) 0.0637, current loss (val) 0.2910, best loss (val) 0.2865 
Epoch 33, current loss (training) 0.0581, current loss (val) 0.2919, best loss (val) 0.2865 
Epoch 34, current loss (training) 0.0595, current loss (val) 0.2912, best loss (val) 0.2865 
Epoch 35, current loss (training) 0.0560, current loss (val) 0.2936, best loss (val) 0.2865 
Epoch 36, current loss (training) 0.0527, current loss (val) 0.2941, best loss (val) 0.2865 
Epoch 37, current loss (training) 0.0525, current loss (val) 0.2967, best loss (val) 0.2865 
Epoch 38, current loss (training) 0.0508, current loss (val) 0.2954, best loss (val) 0.2865 
Epoch 39, current loss (training) 0.0489, current loss (val) 0.2962, best loss (val) 0.2865 
Epoch 40, current loss (training) 0.0485, current loss (val) 0.3003, best loss (val) 0.2865 
Epoch 41, current loss (training) 0.0454, current loss (val) 0.2995, best loss (val) 0.2865 
