Failed to initialize NVML: Driver/library version mismatch
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
mlp
standard
250
3
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
1
0
0
Loading AR2 model
Nbr training obs 10000, nbr parameters 10087, obs/parameters 0.99
0
Starting training
Epoch 1, current loss (training) 2.8441, current loss (val) 4.6579, best loss (val) 4.6579 
Epoch 2, current loss (training) 1.7467, current loss (val) 3.3733, best loss (val) 3.3733 
Epoch 3, current loss (training) 1.4623, current loss (val) 2.1885, best loss (val) 2.1885 
Epoch 4, current loss (training) 1.2283, current loss (val) 1.8751, best loss (val) 1.8751 
Epoch 5, current loss (training) 1.0564, current loss (val) 1.7514, best loss (val) 1.7514 
Epoch 6, current loss (training) 0.9833, current loss (val) 1.6118, best loss (val) 1.6118 
Epoch 7, current loss (training) 0.9228, current loss (val) 1.5603, best loss (val) 1.5603 
Epoch 8, current loss (training) 0.8497, current loss (val) 1.4860, best loss (val) 1.4860 
Epoch 9, current loss (training) 0.8038, current loss (val) 1.4385, best loss (val) 1.4385 
Epoch 10, current loss (training) 0.7511, current loss (val) 1.3903, best loss (val) 1.3903 
Epoch 11, current loss (training) 0.7130, current loss (val) 1.3817, best loss (val) 1.3817 
Epoch 12, current loss (training) 0.7054, current loss (val) 1.3159, best loss (val) 1.3159 
Epoch 13, current loss (training) 0.6706, current loss (val) 1.3336, best loss (val) 1.3159 
Epoch 14, current loss (training) 0.6441, current loss (val) 1.2691, best loss (val) 1.2691 
Epoch 15, current loss (training) 0.6240, current loss (val) 1.2857, best loss (val) 1.2691 
Epoch 16, current loss (training) 0.6110, current loss (val) 1.2376, best loss (val) 1.2376 
Epoch 17, current loss (training) 0.5925, current loss (val) 1.2017, best loss (val) 1.2017 
Epoch 18, current loss (training) 0.5895, current loss (val) 1.1512, best loss (val) 1.1512 
Epoch 19, current loss (training) 0.5479, current loss (val) 1.1518, best loss (val) 1.1512 
Epoch 20, current loss (training) 0.5120, current loss (val) 1.1247, best loss (val) 1.1247 
Epoch 21, current loss (training) 0.4986, current loss (val) 1.1222, best loss (val) 1.1222 
Epoch 22, current loss (training) 0.4879, current loss (val) 1.0943, best loss (val) 1.0943 
Epoch 23, current loss (training) 0.4646, current loss (val) 1.1017, best loss (val) 1.0943 
Epoch 24, current loss (training) 0.4927, current loss (val) 1.0611, best loss (val) 1.0611 
Epoch 25, current loss (training) 0.4555, current loss (val) 1.0711, best loss (val) 1.0611 
Epoch 26, current loss (training) 0.4417, current loss (val) 1.0437, best loss (val) 1.0437 
Epoch 27, current loss (training) 0.4278, current loss (val) 1.0780, best loss (val) 1.0437 
Epoch 28, current loss (training) 0.4198, current loss (val) 1.0532, best loss (val) 1.0437 
Epoch 29, current loss (training) 0.3980, current loss (val) 1.0487, best loss (val) 1.0437 
Epoch 30, current loss (training) 0.3891, current loss (val) 1.0249, best loss (val) 1.0249 
Epoch 31, current loss (training) 0.3936, current loss (val) 1.0312, best loss (val) 1.0249 
Epoch 32, current loss (training) 0.3768, current loss (val) 0.9950, best loss (val) 0.9950 
Epoch 33, current loss (training) 0.3563, current loss (val) 1.0068, best loss (val) 0.9950 
Epoch 34, current loss (training) 0.3491, current loss (val) 0.9895, best loss (val) 0.9895 
Epoch 35, current loss (training) 0.3537, current loss (val) 1.0054, best loss (val) 0.9895 
Epoch 36, current loss (training) 0.3634, current loss (val) 0.9645, best loss (val) 0.9645 
Epoch 37, current loss (training) 0.3430, current loss (val) 0.9681, best loss (val) 0.9645 
Epoch 38, current loss (training) 0.3332, current loss (val) 0.9766, best loss (val) 0.9645 
Epoch 39, current loss (training) 0.3204, current loss (val) 0.9471, best loss (val) 0.9471 
Epoch 40, current loss (training) 0.3414, current loss (val) 0.9818, best loss (val) 0.9471 
Epoch 41, current loss (training) 0.3544, current loss (val) 1.0310, best loss (val) 0.9471 
Epoch 42, current loss (training) 0.3740, current loss (val) 0.9441, best loss (val) 0.9441 
Epoch 43, current loss (training) 0.4776, current loss (val) 0.9006, best loss (val) 0.9006 
Epoch 44, current loss (training) 0.3708, current loss (val) 0.9735, best loss (val) 0.9006 
Epoch 45, current loss (training) 1.1112, current loss (val) 1.1663, best loss (val) 0.9006 
Epoch 46, current loss (training) 0.4701, current loss (val) 1.7441, best loss (val) 0.9006 
Epoch 47, current loss (training) 0.4706, current loss (val) 0.8056, best loss (val) 0.8056 
Epoch 48, current loss (training) 0.6995, current loss (val) 0.8343, best loss (val) 0.8056 
Epoch 49, current loss (training) 0.4325, current loss (val) 0.7570, best loss (val) 0.7570 
Epoch 50, current loss (training) 0.4764, current loss (val) 0.8025, best loss (val) 0.7570 
Epoch 51, current loss (training) 0.3094, current loss (val) 0.8875, best loss (val) 0.7570 
Epoch 52, current loss (training) 0.3445, current loss (val) 0.7287, best loss (val) 0.7287 
Epoch 53, current loss (training) 0.3235, current loss (val) 0.7542, best loss (val) 0.7287 
Epoch 54, current loss (training) 0.2997, current loss (val) 0.6853, best loss (val) 0.6853 
Epoch 55, current loss (training) 0.3554, current loss (val) 1.1293, best loss (val) 0.6853 
Epoch 56, current loss (training) 0.4112, current loss (val) 1.8439, best loss (val) 0.6853 
Epoch 57, current loss (training) 0.3804, current loss (val) 0.8316, best loss (val) 0.6853 
Epoch 58, current loss (training) 0.3760, current loss (val) 0.8322, best loss (val) 0.6853 
Epoch 59, current loss (training) 0.7269, current loss (val) 0.7268, best loss (val) 0.6853 
Epoch 60, current loss (training) 0.3104, current loss (val) 0.7609, best loss (val) 0.6853 
Epoch 61, current loss (training) 0.3015, current loss (val) 0.6524, best loss (val) 0.6524 
Epoch 62, current loss (training) 0.3259, current loss (val) 0.8253, best loss (val) 0.6524 
Epoch 63, current loss (training) 0.3042, current loss (val) 0.6689, best loss (val) 0.6524 
Epoch 64, current loss (training) 0.2745, current loss (val) 0.6809, best loss (val) 0.6524 
Epoch 65, current loss (training) 0.2731, current loss (val) 0.5867, best loss (val) 0.5867 
Epoch 66, current loss (training) 0.3045, current loss (val) 0.5992, best loss (val) 0.5867 
Epoch 67, current loss (training) 0.2458, current loss (val) 0.6071, best loss (val) 0.5867 
Epoch 68, current loss (training) 0.2433, current loss (val) 0.6268, best loss (val) 0.5867 
Epoch 69, current loss (training) 0.2387, current loss (val) 0.6086, best loss (val) 0.5867 
Epoch 70, current loss (training) 0.2385, current loss (val) 0.5689, best loss (val) 0.5689 
Epoch 71, current loss (training) 0.2377, current loss (val) 0.5549, best loss (val) 0.5549 
Epoch 72, current loss (training) 0.2260, current loss (val) 0.5654, best loss (val) 0.5549 
Epoch 73, current loss (training) 0.2361, current loss (val) 0.5650, best loss (val) 0.5549 
Epoch 74, current loss (training) 0.2227, current loss (val) 0.5629, best loss (val) 0.5549 
Epoch 75, current loss (training) 0.2121, current loss (val) 0.5610, best loss (val) 0.5549 
Epoch 76, current loss (training) 0.2151, current loss (val) 0.5647, best loss (val) 0.5549 
Epoch 77, current loss (training) 0.2086, current loss (val) 0.5634, best loss (val) 0.5549 
Epoch 78, current loss (training) 0.2106, current loss (val) 0.5525, best loss (val) 0.5525 
Epoch 79, current loss (training) 0.2044, current loss (val) 0.5578, best loss (val) 0.5525 
Epoch 80, current loss (training) 0.2008, current loss (val) 0.5566, best loss (val) 0.5525 
Epoch 81, current loss (training) 0.2130, current loss (val) 0.5526, best loss (val) 0.5525 
Epoch 82, current loss (training) 0.2022, current loss (val) 0.5422, best loss (val) 0.5422 
Epoch 83, current loss (training) 0.1966, current loss (val) 0.5602, best loss (val) 0.5422 
Epoch 84, current loss (training) 0.1957, current loss (val) 0.5515, best loss (val) 0.5422 
Epoch 85, current loss (training) 0.1926, current loss (val) 0.5441, best loss (val) 0.5422 
Epoch 86, current loss (training) 0.1833, current loss (val) 0.5397, best loss (val) 0.5397 
Epoch 87, current loss (training) 0.1833, current loss (val) 0.5358, best loss (val) 0.5358 
Epoch 88, current loss (training) 0.1839, current loss (val) 0.5346, best loss (val) 0.5346 
Epoch 89, current loss (training) 0.1853, current loss (val) 0.5250, best loss (val) 0.5250 
Epoch 90, current loss (training) 0.1807, current loss (val) 0.5243, best loss (val) 0.5243 
Epoch 91, current loss (training) 0.1822, current loss (val) 0.5248, best loss (val) 0.5243 
Epoch 92, current loss (training) 0.1734, current loss (val) 0.5133, best loss (val) 0.5133 
Epoch 93, current loss (training) 0.1747, current loss (val) 0.5196, best loss (val) 0.5133 
Epoch 94, current loss (training) 0.1679, current loss (val) 0.5184, best loss (val) 0.5133 
Epoch 95, current loss (training) 0.1687, current loss (val) 0.5111, best loss (val) 0.5111 
Epoch 96, current loss (training) 0.1721, current loss (val) 0.5059, best loss (val) 0.5059 
Epoch 97, current loss (training) 0.1693, current loss (val) 0.4981, best loss (val) 0.4981 
Epoch 98, current loss (training) 0.1716, current loss (val) 0.5068, best loss (val) 0.4981 
Epoch 99, current loss (training) 0.1642, current loss (val) 0.4893, best loss (val) 0.4893 
Epoch 100, current loss (training) 0.1645, current loss (val) 0.5030, best loss (val) 0.4893 
Epoch 101, current loss (training) 0.1673, current loss (val) 0.4989, best loss (val) 0.4893 
Epoch 102, current loss (training) 0.1645, current loss (val) 0.4943, best loss (val) 0.4893 
Epoch 103, current loss (training) 0.1582, current loss (val) 0.4879, best loss (val) 0.4879 
Epoch 104, current loss (training) 0.1810, current loss (val) 0.5207, best loss (val) 0.4879 
Epoch 105, current loss (training) 0.1863, current loss (val) 0.4904, best loss (val) 0.4879 
Epoch 106, current loss (training) 0.3769, current loss (val) 0.4563, best loss (val) 0.4563 
Epoch 107, current loss (training) 0.1789, current loss (val) 0.4830, best loss (val) 0.4563 
Epoch 108, current loss (training) 0.2615, current loss (val) 0.5171, best loss (val) 0.4563 
Epoch 109, current loss (training) 0.1943, current loss (val) 0.4809, best loss (val) 0.4563 
Epoch 110, current loss (training) 0.1921, current loss (val) 0.4807, best loss (val) 0.4563 
Epoch 111, current loss (training) 0.1640, current loss (val) 0.4769, best loss (val) 0.4563 
Epoch 112, current loss (training) 0.1580, current loss (val) 0.4546, best loss (val) 0.4546 
Epoch 113, current loss (training) 0.1626, current loss (val) 0.4855, best loss (val) 0.4546 
Epoch 114, current loss (training) 0.1529, current loss (val) 0.4730, best loss (val) 0.4546 
Epoch 115, current loss (training) 0.1508, current loss (val) 0.4717, best loss (val) 0.4546 
Epoch 116, current loss (training) 0.1440, current loss (val) 0.4737, best loss (val) 0.4546 
Epoch 117, current loss (training) 0.1435, current loss (val) 0.4712, best loss (val) 0.4546 
