Thu Nov  8 15:28:04 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   22C    P8    25W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   28C    P8    29W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   24C    P8    27W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   28C    P8    29W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
DNN_simple
standard
500
4
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
4
-1
0
Loading MA2 model
Nbr training obs 1000, nbr parameters 25352, obs/parameters 0.04
0
Starting training
Epoch 1, current loss (training) 3.5435, current loss (val) 3.6686
Epoch 2, current loss (training) 3.5004, current loss (val) 3.3559
Epoch 3, current loss (training) 2.8810, current loss (val) 2.8128
Epoch 4, current loss (training) 1.6001, current loss (val) 1.7490
Epoch 5, current loss (training) 1.3421, current loss (val) 1.5908
Epoch 6, current loss (training) 1.2997, current loss (val) 1.5997
Epoch 7, current loss (training) 1.0605, current loss (val) 1.4301
Epoch 8, current loss (training) 0.8958, current loss (val) 1.2629
Epoch 9, current loss (training) 0.8030, current loss (val) 1.1955
Epoch 10, current loss (training) 0.7392, current loss (val) 1.1630
Epoch 11, current loss (training) 0.6701, current loss (val) 1.1275
Epoch 12, current loss (training) 0.5981, current loss (val) 1.1000
Epoch 13, current loss (training) 0.5559, current loss (val) 1.0803
Epoch 14, current loss (training) 0.5134, current loss (val) 1.0617
Epoch 15, current loss (training) 0.4623, current loss (val) 1.0397
Epoch 16, current loss (training) 0.4376, current loss (val) 1.0215
Epoch 17, current loss (training) 0.4073, current loss (val) 1.0058
Epoch 18, current loss (training) 0.3846, current loss (val) 0.9931
Epoch 19, current loss (training) 0.3635, current loss (val) 0.9824
Epoch 20, current loss (training) 0.3426, current loss (val) 0.9724
Epoch 21, current loss (training) 0.3294, current loss (val) 0.9626
Epoch 22, current loss (training) 0.3096, current loss (val) 0.9534
Epoch 23, current loss (training) 0.2849, current loss (val) 0.9449
Epoch 24, current loss (training) 0.2785, current loss (val) 0.9361
Epoch 25, current loss (training) 0.2585, current loss (val) 0.9293
Epoch 26, current loss (training) 0.2497, current loss (val) 0.9234
Epoch 27, current loss (training) 0.2408, current loss (val) 0.9176
Epoch 28, current loss (training) 0.2218, current loss (val) 0.9113
Epoch 29, current loss (training) 0.2136, current loss (val) 0.9069
Epoch 30, current loss (training) 0.2048, current loss (val) 0.9024
Epoch 31, current loss (training) 0.2023, current loss (val) 0.8986
Epoch 32, current loss (training) 0.1904, current loss (val) 0.8944
Epoch 33, current loss (training) 0.1788, current loss (val) 0.8912
Epoch 34, current loss (training) 0.1719, current loss (val) 0.8882
Epoch 35, current loss (training) 0.1686, current loss (val) 0.8853
Epoch 36, current loss (training) 0.1607, current loss (val) 0.8830
