Failed to initialize NVML: Driver/library version mismatch
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
mlp
standard
250
3
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
1
0
0
Loading AR2 model
Nbr training obs 10000, nbr parameters 25352, obs/parameters 0.39
0
Starting training
Epoch 1, current loss (training) 2.7661, current loss (val) 4.2880, best loss (val) 4.2880 
Epoch 2, current loss (training) 1.4614, current loss (val) 2.5646, best loss (val) 2.5646 
Epoch 3, current loss (training) 1.4653, current loss (val) 1.6850, best loss (val) 1.6850 
Epoch 4, current loss (training) 2.0248, current loss (val) 1.6810, best loss (val) 1.6810 
Epoch 5, current loss (training) 0.7995, current loss (val) 1.1474, best loss (val) 1.1474 
Epoch 6, current loss (training) 0.8846, current loss (val) 1.1668, best loss (val) 1.1474 
Epoch 7, current loss (training) 0.6523, current loss (val) 0.9802, best loss (val) 0.9802 
Epoch 8, current loss (training) 0.6195, current loss (val) 0.9531, best loss (val) 0.9531 
Epoch 9, current loss (training) 0.5817, current loss (val) 0.8792, best loss (val) 0.8792 
Epoch 10, current loss (training) 0.5660, current loss (val) 0.8738, best loss (val) 0.8738 
Epoch 11, current loss (training) 0.5834, current loss (val) 0.8531, best loss (val) 0.8531 
Epoch 12, current loss (training) 0.5073, current loss (val) 0.8374, best loss (val) 0.8374 
Epoch 13, current loss (training) 0.5254, current loss (val) 0.8216, best loss (val) 0.8216 
